Macrocomune,Sostanza,Conc_max
Perugia,PIRACLOSTROBIN,0.07
Perugia,PIRIMICARB,0.21
Perugia,PROPAMOCARB,0.02
Perugia,PROPICONAZOLO,0.023
Perugia,PROPIZAMIDE,0.01
Perugia,S-METOLACLOR,0.44
Perugia,SIMAZINA,0.01
Perugia,SPIROXAMINA,0.17
Perugia,TEBUCONAZOLO,0.04
Perugia,TERBUTILAZINA (incluso metabolita),0.27
Perugia,TERBUTRINA,0.03
Pesaro e Urbino,ACLONIFEN,0.075
Pesaro e Urbino,DIMETOATO,0.13
Pesaro e Urbino,DIURON,0.07
Pesaro e Urbino,MECOPROP,0.06
Pesaro e Urbino,METOLACLOR,0.14
Pesaro e Urbino,TERBUTRINA,0.023
Pesaro e Urbino,TRIFLURALIN,0.08
Pisa,"2,4-DICLOROFENOSSIACETICO ACIDO",0.032
Pisa,ACETAMIPRID,0.023
Pisa,AMPA,0.223
Pisa,ATRAZINA DESETIL,0.005
Pisa,ATRAZINA DESISOPROPIL,0.034
Pisa,AZOSSISTROBINA,0.203
Pisa,BENALAXIL,0.011
Pisa,BOSCALID,0.037
Pisa,CARBENDAZIM,0.057
Pisa,CIPROCONAZOLO,0.042
Pisa,CLORANTRANILIPROLO,0.006
Pisa,CLOROTOLURON,0.011
Pisa,CLOTHIANIDIN,0.079
Pisa,DIMETOATO,0.0139999999999999
Pisa,DIMETOMORF,0.044
Pisa,DIURON,0.077
Pisa,FENAMIFOS,0.005
Pisa,FLUOPICOLIDE,0.053
Pisa,FLUOPYRAM,0.005
Pisa,GLIFOSATE,0.278
Pisa,IMIDACLOPRID,0.09
Pisa,ISOPROTURON,0.01
Pisa,ISOXABEN,0.019
Pisa,ISOXAFLUTOLE,0.023
Pisa,MANDIPROPAMID,0.016
Pisa,METALAXIL-M,0.069
Pisa,METOSSIFENOZIDE,0.033
Pisa,OXADIAZON,0.0139999999999999
Pisa,PENCONAZOLO,0.008
Pisa,PENDIMETALIN,0.005
Pisa,PIRIMETANIL,0.005
Pisa,PROPAZINA,0.031
Pisa,PROPICONAZOLO,0.0069999999999999
Pisa,S-METOLACLOR,0.079
Pisa,SIMAZINA,0.043
Pisa,TEBUCONAZOLO,0.021
Pisa,TEBUFENOZIDE,0.006
Pisa,TETRACONAZOLO,1.23
Pisa,ZOXAMIDE,0.012
Pistoia,"2,4-DICLOROFENOSSIACETICO ACIDO",0.262
Pistoia,ACETAMIPRID,0.158
Pistoia,AMPA,13.9
Pistoia,ATRAZINA DESETIL,0.03
Pistoia,ATRAZINA DESISOPROPIL,0.037
Pistoia,AZOSSISTROBINA,0.04
Pistoia,BOSCALID,0.177
Pistoia,CARBENDAZIM,0.8590000000000001
Pistoia,CLOROTOLURON,0.0139999999999999
Pistoia,CLORPIRIFOS,0.032
Pistoia,CLORSULFURON,0.01
Pistoia,CLOTHIANIDIN,0.009
Pistoia,DIMETOATO,0.018
Pistoia,DIMETOMORF,0.052
Pistoia,DIURON,0.016
Pistoia,FENAMIFOS,0.008
Pistoia,FLUOPICOLIDE,0.0279999999999999
Pistoia,FLUROXIPIR,0.165
Pistoia,GLIFOSATE,11.3
Pistoia,IMIDACLOPRID,0.096
Pistoia,ISOPROTURON,0.005
Pistoia,ISOXABEN,0.069
Pistoia,ISOXAFLUTOLE,0.032
Pistoia,LENACIL,0.016
Pistoia,MCPA,0.517
Pistoia,METALAXIL-M,0.068
Pistoia,METAZACLOR,0.0289999999999999
Pistoia,METOSSIFENOZIDE,0.03
Pistoia,OXADIAZON,0.195
Pistoia,OXIFLUORFEN,0.1669999999999999
Pistoia,PENCONAZOLO,0.037
Pistoia,PENDIMETALIN,0.275
Pistoia,PIRACLOSTROBIN,0.008
Pistoia,PROCLORAZ,0.01
Pistoia,PROPAZINA,0.0279999999999999
Pistoia,PROPICONAZOLO,0.0069999999999999
Pistoia,S-METOLACLOR,0.03
Pistoia,SIMAZINA,0.085
Pistoia,TEBUCONAZOLO,0.0279999999999999
Pistoia,TEBUFENOZIDE,0.019
Pistoia,TETRACONAZOLO,0.019
Pistoia,TIACLOPRID,0.055
Potenza,"2,4-DICLOROFENOSSIACETICO ACIDO",0.306
Potenza,2-IDROSSITERBUTILAZINA,0.0836
Potenza,ANTIPARASSITARI CICLODIENE,0.002
Potenza,ATRAZINA,0.0125
Potenza,AZOSSISTROBINA,0.0595
Potenza,BENALAXIL,0.0176
Potenza,BENTAZONE,0.09
Potenza,BOSCALID,0.0558
Potenza,CICLOXIDIM,0.0135
Potenza,CIPERMETRINA,0.001
Potenza,CIPROCONAZOLO,0.0247
Potenza,CIPRODINIL,0.0589
Potenza,CLORANTRANILIPROLO,0.1907
Potenza,CLORIDAZON,0.00039
Potenza,CLORPIRIFOS,0.001
Potenza,DDT totale,0.0006
Potenza,"DDT, pp",0.0006
Potenza,DICLORVOS,0.0005
Potenza,DIMETOATO,0.0093
Potenza,DIMETOMORF,0.0927
Potenza,DIURON,0.006
Potenza,FENHEXAMID,0.0016
Potenza,IOXINIL,0.0037
Potenza,ISOPROTURON,0.001
Potenza,ISOXAFLUTOLE,0.3967
Potenza,MANDIPROPAMID,0.1249
Potenza,MCPA,0.2176
Potenza,MECOPROP,0.018
Potenza,MESOSULFURON-METILE,0.0099
Potenza,METALAXIL-M,0.1929
Potenza,METOLACLOR,0.0267
Potenza,METOSSIFENOZIDE,0.1647
Potenza,METRAFENONE,0.0372
Potenza,METRIBUZIN,0.0042
Potenza,MICLOBUTANIL,0.0651
Potenza,NICOSULFURON,0.0013
Potenza,PENCONAZOLO,0.021
Potenza,PIRACLOSTROBIN,0.0012
Potenza,PIRIMICARB-DESMETILE,0.0035
Potenza,PROPICONAZOLO,0.003
Potenza,TEBUCONAZOLO,0.0735
Potenza,TEBUFENOZIDE,0.0153
Potenza,TERBUTILAZINA (incluso metabolita),0.0906
Potenza,TERBUTRINA,0.02
Potenza,TETRACONAZOLO,0.021
Potenza,TIABENDAZOLO,0.0011
Potenza,TRIADIMENOL,0.0031
Potenza,TRIASULFURON,0.0014
Prato,"2,4-DICLOROFENOSSIACETICO ACIDO",0.314
Prato,ACETAMIPRID,0.152
Prato,AMPA,15.3
Prato,ATRAZINA DESISOPROPIL,0.241
Prato,AZOSSISTROBINA,0.012
Prato,BENALAXIL,0.046
Prato,BOSCALID,0.068
Prato,CARBENDAZIM,0.162
Prato,CLOROTOLURON,0.018
Prato,CLORPIRIFOS,0.0069999999999999
Prato,CLOTHIANIDIN,0.012
Prato,DIMETOATO,0.012
Prato,DIMETOMORF,0.077
Prato,DIURON,0.046
Prato,FENAMIFOS,0.008
Prato,FLUROXIPIR,0.031
Prato,GLIFOSATE,4.37
Prato,IMIDACLOPRID,0.155
Prato,IPROVALICARB,0.009
Prato,ISOPROTURON,0.0069999999999999
Prato,ISOXABEN,0.052
Prato,LENACIL,0.013
Prato,MCPA,0.367
Prato,METALAXIL-M,0.009
Prato,OXADIAZON,0.098
Prato,OXIFLUORFEN,0.055
Prato,PENCONAZOLO,0.026
Prato,PENDIMETALIN,0.1369999999999999
Prato,PROPAZINA,0.018
Prato,PROPICONAZOLO,0.012
Prato,PROPIZAMIDE,0.0139999999999999
Prato,S-METOLACLOR,0.047
Prato,TEBUCONAZOLO,0.022
Prato,TEBUFENOZIDE,0.018
Prato,TETRACONAZOLO,0.016
Prato,TIACLOPRID,0.033
Ragusa,"2,4,5-TRICLOROFENOSSIACETICO ACIDO",0.09
Ragusa,"2,4-DICLOROFENOSSIACETICO ACIDO",0.02
Ragusa,ACETAMIPRID,0.02
Ragusa,AMPA,2.06
Ragusa,AZOSSISTROBINA,0.0289999999999999
Ragusa,BENTAZONE,0.0069999999999999
Ragusa,BOSCALID,0.018
Ragusa,CARBENDAZIM,0.04
Ragusa,CLORANTRANILIPROLO,0.008
Ragusa,CUMAFOS,0.002
Ragusa,"DDE, op",0.001
Ragusa,DICLORVOS,0.00018
Ragusa,DIURON,0.064
Ragusa,FLONICAMID,0.015
Ragusa,GLIFOSATE,0.24
Ragusa,IMIDACLOPRID,0.6829999999999999
Ragusa,ISOPROTURON,0.0069999999999999
Ragusa,METALAXIL,0.005
Ragusa,METOSSIFENOZIDE,0.02
Ragusa,PROPAMOCARB,0.016
Ragusa,TEBUCONAZOLO,0.011
Ragusa,TERBUTRINA,0.003
Ragusa,TIABENDAZOLO,0.003
Rieti,CIBUTRINA,0.0027
Rieti,CIPERMETRINA,7e-05
Rieti,Eptacloro ed eptacloro epossido,1e-05
Rieti,S-METOLACLOR,0.05
Rieti,TERBUTRINA,0.0289999999999999
Roma,"2,4-DICLOROFENOSSIACETICO ACIDO",0.04
Roma,"2,4-DICLOROFENOSSIBUTIRICO ACIDO",0.03
Roma,ANTIPARASSITARI CICLODIENE,0.03
Roma,AZIMSULFURON,0.06
Roma,AZOSSISTROBINA,0.01
Roma,BOSCALID,0.01
Roma,BUPIRIMATE,0.01
Roma,CARBENDAZIM,0.02
Roma,CIBUTRINA,0.018
Roma,CIPERMETRINA,0.001
Roma,CIROMAZINA,0.31
Roma,CLOROTOLURON,0.1001
Roma,DICOFOL,0.0081
Roma,DIMETOATO,0.02
Roma,DIMETOMORF,0.01
Roma,DITIANON,0.02
Roma,DIURON,0.02
Roma,ESACLOROCICLOESANO,0.04
Roma,FENMEDIFAM,0.02
Roma,FIPRONIL,0.0448
Roma,IMIDACLOPRID,0.26
Roma,LENACIL,0.02
Roma,MCPA,0.0697
Roma,METRAFENONE,0.43
Roma,PROCLORAZ,1.08
Roma,PROPICONAZOLO,0.46
Roma,S-METOLACLOR,0.0164
Roma,TEBUCONAZOLO,0.01
Roma,TERBUTRINA,0.07
Roma,TIACLOPRID,0.05
Rovigo,"2,4-DICLOROFENOSSIACETICO ACIDO",0.16
Rovigo,ATRAZINA,0.1
Rovigo,ATRAZINA DESETIL,0.04
Rovigo,AZOSSISTROBINA,0.14
Rovigo,BENTAZONE,0.17
Rovigo,CLORFENVINFOS,0.02
Rovigo,ETOFUMESATE,0.03
Rovigo,IMIDACLOPRID,0.04
Rovigo,MCPA,0.03
Rovigo,METOLACLOR,0.07
Rovigo,METOLACLOR-ESA,0.52
Rovigo,OXADIAZON,0.44
Rovigo,PROPICONAZOLO,0.04
Rovigo,TEBUCONAZOLO,0.04
Rovigo,TERBUTRINA,0.2
Savona,"2,4-DICLOROFENOSSIACETICO ACIDO",0.02
Savona,AMPA,8.1
Savona,AZOSSISTROBINA,0.28
Savona,BOSCALID,0.32
Savona,CARBENDAZIM,0.32
Savona,CIPRODINIL,0.22
Savona,CLORANTRANILIPROLO,0.11
Savona,DIMETOATO,0.02
Savona,DIMETOMORF,0.49
Savona,FENHEXAMID,0.08
Savona,FLUOPICOLIDE,0.02
Savona,FOSETIL-ALLUMINIO,0.04
Savona,GLIFOSATE,19.0
Savona,MCPA,0.06
Savona,METALAXIL,0.57
Savona,METOSSIFENOZIDE,0.08
Savona,PENCONAZOLO,0.02
Savona,PIRACLOSTROBIN,0.01
Savona,PIRIMETANIL,0.04
Savona,PROPICONAZOLO,0.01
Siena,AMPA,0.175
Siena,BOSCALID,0.06
Siena,CLORANTRANILIPROLO,0.012
Siena,CLOROTOLURON,0.005
Siena,CLOTHIANIDIN,0.0139999999999999
Siena,DIMETOMORF,0.027
Siena,FENHEXAMID,0.015
Siena,FLUOPICOLIDE,0.075
Siena,FLUOPYRAM,0.005
Siena,GLIFOSATE,0.048
Siena,IMIDACLOPRID,0.011
Siena,ISOXAFLUTOLE,0.013
Siena,METALAXIL-M,0.027
Siena,METOSSIFENOZIDE,0.0139999999999999
Siena,PROPAZINA,0.01
Siena,S-METOLACLOR,0.006
Siena,SIMAZINA,0.075
Siena,TEBUCONAZOLO,0.012
Siena,TEBUFENOZIDE,0.009
Siena,TETRACONAZOLO,0.011
Siracusa,AMPA,0.03
Siracusa,CLOMAZONE,0.01
Siracusa,CLOPYRALID,0.02
Siracusa,GLIFOSATE,0.02
Siracusa,IMIDACLOPRID,0.008
Sondrio,AMPA,0.158
Sondrio,DIMETOMORF,0.35
Sondrio,GLIFOSATE,0.265
Sondrio,METRIBUZIN,0.11
Sondrio,PIRIMETANIL,0.07
Taranto,AMPA,3.14
Taranto,CARBENDAZIM,0.0139999999999999
Taranto,DIMETOMORF,0.29
Taranto,GLIFOSATE,1.74
Taranto,IMIDACLOPRID,0.057
Taranto,METALAXIL,0.46
Taranto,METOSSIFENOZIDE,0.022
Taranto,METRAFENONE,0.0191
Taranto,OXIFLUORFEN,0.01
Taranto,PENCONAZOLO,0.04
Taranto,TERBUTRINA,0.068
Teramo,TERBUTILAZINA (incluso metabolita),0.034
Terni,AMPA,0.89
Terni,AZOSSISTROBINA,0.01
Terni,CLOMAZONE,0.04
Terni,CLOROTOLURON,0.13
Terni,DIMETOMORF,0.01
Terni,GLIFOSATE,0.28
Terni,IMIDACLOPRID,0.04
Terni,MCPA,0.0819999999999999
Terni,MECOPROP,0.057
Terni,METALAXIL-M,0.03
Terni,PROPICONAZOLO,0.02
Terni,S-METOLACLOR,0.24
Terni,SPIROXAMINA,0.025
Terni,TEBUCONAZOLO,0.02
Terni,TERBUTILAZINA (incluso metabolita),0.03
Torino,"2,4-DICLOROFENOSSIACETICO ACIDO",7.7
Torino,"2,6-DICLOROBENZAMMIDE",0.1
Torino,ACETAMIPRID,0.17
Torino,ACETOCLOR,0.03
Torino,ACLONIFEN,0.084
Torino,ALACLOR,0.16
Torino,AMPA,12.0
Torino,ATRAZINA,0.19
Torino,ATRAZINA DESETIL,0.19
Torino,ATRAZINA DESETIL DESISOPROPIL,0.03
Torino,ATRAZINA DESISOPROPIL,0.01
Torino,AZIMSULFURON,0.09
Torino,AZOSSISTROBINA,3.37
Torino,BENSULFURON-METILE,0.23
Torino,BENTAZONE,9.07
Torino,BISPIRIBAC-SODIO,0.02
Torino,BOSCALID,0.46
Torino,BUPIRIMATE,0.17
Torino,CAPTANO,1.0
Torino,CARBENDAZIM,0.19
Torino,CARBOFURAN,0.026
Torino,CHINOSSIFEN,0.026
Torino,CICLOXIDIM,0.65
Torino,CIPROCONAZOLO,0.05
Torino,CIPRODINIL,0.74
Torino,CLOMAZONE,0.62
Torino,CLORANTRANILIPROLO,0.14
Torino,CLORIDAZON,0.05
Torino,CLOROTOLURON,0.21
Torino,CLOTHIANIDIN,0.01
Torino,CYFLUFENAMID,0.02
Torino,"DDT, pp",0.003
Torino,DEMETON-O,0.061
Torino,DICLORVOS,0.001
Torino,DIFENILAMMINA,0.05
Torino,DIMETENAMID-P,0.017
Torino,DIMETENAMIDE,0.24
Torino,DIMETOATO,0.18
Torino,DIMETOMORF,5.41
Torino,DINOCAP,0.29
Torino,DIURON,0.47
Torino,ESACLOROBENZENE,0.16
Torino,ESACLOROCICLOESANO,0.009
Torino,ETOFUMESATE,0.07
Torino,ETOSSISULFURON,0.04
Torino,FENHEXAMID,0.015
Torino,FLONICAMID,0.01
Torino,FLUDIOXONIL,0.14
Torino,FLUFENACET,0.61
Torino,FLUOPICOLIDE,1.15
Torino,FLUOPYRAM,0.2
Torino,FLUROXIPIR,0.06
Torino,FLUTRIAFOL,0.03
Torino,FLUXAPYROXAD,0.1
Torino,GLIFOSATE,4.5
Torino,IMAZAMOX,0.81
Torino,IMAZOSULFURON,0.15
Torino,IMIDACLOPRID,0.3
Torino,IPROVALICARB,0.23
Torino,ISOPROTURON,0.017
Torino,ISOXAFLUTOLE,0.12
Torino,LENACIL,0.15
Torino,LINURON,3.85
Torino,MCPA,6.7
Torino,MECOPROP,0.87
Torino,MESOTRIONE,0.28
Torino,METALAXIL,3.45
Torino,METAMITRON,0.92
Torino,METAZACLOR,0.05
Torino,METOLACLOR,6.06
Torino,METOMIL,0.06
Torino,METOSSIFENOZIDE,0.19
Torino,METRAFENONE,0.01
Torino,METRIBUZIN,0.77
Torino,MICLOBUTANIL,0.11
Torino,MOLINATE,0.13
Torino,NICOSULFURON,3.48
Torino,OXADIAZON,1.41
Torino,PENCONAZOLO,0.114
Torino,PENDIMETALIN,0.09
Torino,PENTACLOROBENZENE,0.0069999999999999
Torino,PETOXAMIDE,0.01
Torino,PIRIMETANIL,0.18
Torino,PIRIMICARB,0.05
Torino,PRETILACLOR,0.41
Torino,PROCLORAZ,0.05
Torino,PROPAMOCARB,0.15
Torino,PROPICONAZOLO,0.07
Torino,PROPIZAMIDE,0.56
Torino,PROSULFURON,2.14
Torino,QUINCLORAC,0.33
Torino,RIMSULFURON,0.05
Torino,SIMAZINA,0.08
Torino,SPIROXAMINA,0.16
Torino,SULCOTRIONE,0.49
Torino,TEBUCONAZOLO,0.48
Torino,TEBUFENOZIDE,0.021
Torino,TERBUTILAZINA,0.03
Torino,TERBUTILAZINA (incluso metabolita),2.4
Torino,TERBUTRINA,0.1198
Torino,TETRACONAZOLO,0.05
Torino,TIACLOPRID,0.035
Torino,TIAMETOXAM,3.4
Torino,TIOPHANATE-METHYL,2.1
Torino,TRICICLAZOLO,0.05
Torino,TRICLOPIR,0.21
Torino,TRIFLOXISTROBIN,0.03
Torino,ZOXAMIDE,0.01
Trapani,AMPA,0.76
Trapani,BOSCALID,0.0069999999999999
Trapani,BROMACILE,0.01
Trapani,CARBARIL,0.02
Trapani,CARBENDAZIM,0.004
Trapani,DIMETOATO,0.001
Trapani,DIURON,0.005
Trapani,GLIFOSATE,1.24
Trapani,IMIDACLOPRID,0.215
Trapani,METALAXIL,0.036
Trapani,MICLOBUTANIL,0.005
Trapani,NAPROPAMIDE,0.008
Trapani,PENCONAZOLO,0.008
Trapani,PROPAMOCARB,0.002
Trapani,TEBUCONAZOLO,0.008
Trapani,TERBUTRINA,0.005
Trapani,TETRACONAZOLO,0.01
Trapani,TETRADIFON,0.001
Trento,ACEFATE,0.08
Trento,ACETAMIPRID,3.26
Trento,AMETOCTRADIN,0.06
Trento,ATRAZINA,0.04
Trento,AZOSSISTROBINA,0.03
Trento,BOSCALID,0.08
Trento,BUPIRIMATE,0.16
Trento,CARBARIL,0.56
Trento,CARBENDAZIM,0.28
Trento,CIPRODINIL,0.39
Trento,CLOMAZONE,0.03
Trento,CLORANTRANILIPROLO,0.34
Trento,CLORPIRIFOS,0.04
Trento,CLORPIRIFOS-METILE,0.09
Trento,CLORPROFAM,0.08
Trento,CYFLUFENAMID,0.06
Trento,DIFENILAMMINA,0.03
Trento,DIFENOCONAZOLO,0.05
Trento,DIMETOATO,0.19
Trento,DIMETOMORF,1.01
Trento,DIURON,0.07
Trento,FENHEXAMID,0.07
Trento,FLONICAMID,0.58
Trento,FLUDIOXONIL,0.3
Trento,FLUOPYRAM,0.16
Trento,FLUXAPYROXAD,0.6
Trento,IMIDACLOPRID,1.13
Trento,ISOXABEN,0.04
Trento,METALAXIL,0.36
Trento,METAMIDOFOS,0.02
Trento,METOLACLOR,0.32
Trento,METOSSIFENOZIDE,0.42
Trento,METRAFENONE,0.05
Trento,METRIBUZIN,0.03
Trento,OXADIAZON,0.11
Trento,PENCONAZOLO,0.26
Trento,PENTHIOPYRAD,1.36
Trento,PIRIMETANIL,0.59
Trento,PIRIMICARB,0.3
Trento,PROPICONAZOLO,0.06
Trento,PROPIZAMIDE,0.03
Trento,PROPOXUR,0.46
Trento,SIMAZINA,0.42
Trento,TEBUCONAZOLO,0.16
Trento,TERBUTILAZINA (incluso metabolita),0.13
Trento,TETRACONAZOLO,0.75
Trento,TIABENDAZOLO,0.1
Trento,TIACLOPRID,0.19
Trento,TIAMETOXAM,0.62
Trento,TRIADIMENOL,0.05
Trento,ZOXAMIDE,0.62
Treviso,? METALAXIL e METALAXIL-M,0.82
Treviso,ACETAMIPRID,0.03
Treviso,AMPA,0.52
Treviso,AZOSSISTROBINA,0.12
Treviso,BENTAZONE,0.7
Treviso,BOSCALID,0.21
Treviso,CIPRODINIL,0.07
Treviso,CLOMAZONE,0.03
Treviso,CLORPIRIFOS-METILE,0.1
Treviso,"DDT, pp",0.02
Treviso,DICLORVOS,0.05
Treviso,DIFENOCONAZOLO,0.02
Treviso,DIMETOMORF,1.27
Treviso,DIURON,0.04
Treviso,FENHEXAMID,0.27
Treviso,FLUDIOXONIL,0.02
Treviso,FLUFENACET,0.06
Treviso,FLUOPICOLIDE,0.25
Treviso,GLIFOSATE,0.25
Treviso,IMIDACLOPRID,0.02
Treviso,MECOPROP,0.04
Treviso,METAMITRON,0.07
Treviso,METOLACLOR,0.61
Treviso,METOLACLOR-ESA,0.57
Treviso,METOSSIFENOZIDE,0.5
Treviso,METRIBUZIN,0.18
Treviso,NICOSULFURON,0.45
Treviso,PENDIMETALIN,0.02
Treviso,PIRIMETANIL,0.15
Treviso,PROPIZAMIDE,0.03
Treviso,RIMSULFURON,0.06
Treviso,TEBUCONAZOLO,0.04
Treviso,TERBUTRINA,0.02
Treviso,TETRACONAZOLO,0.05
Udine,2-IDROSSIATRAZINA,0.03
Udine,2-IDROSSITERBUTILAZINA,0.08
Udine,ATRAZINA,0.01
Udine,ATRAZINA DESETIL,0.01
Udine,BENTAZONE,0.12
Udine,"DDD, op",0.0004
Udine,"DDE, op",0.0006
Udine,DDT totale,0.004
Udine,"DDT, pp",0.0021
Udine,DIMETOMORF,0.06
Udine,METOLACLOR,0.03
Udine,METOLACLOR-ESA,0.11
Udine,OXADIAZON,0.0004
Udine,TERBUTILAZINA (incluso metabolita),0.04
Udine,TERBUTRINA,0.005
Varese,AMPA,1.02
Varese,GLIFOSATE,0.35
Varese,METALAXIL,0.01
Varese,PROCLORAZ,0.09
Venezia,"2,4-DICLOROFENOSSIACETICO ACIDO",0.03
Venezia,? METALAXIL e METALAXIL-M,0.3
Venezia,ATRAZINA,0.01
Venezia,ATRAZINA DESETIL,0.02
Venezia,ATRAZINA DESISOPROPIL,0.02
Venezia,AZOSSISTROBINA,0.15
Venezia,BENTAZONE,0.5
Venezia,BOSCALID,0.03
Venezia,CLOMAZONE,0.09
Venezia,CLORIDAZON,0.14
Venezia,CLORPIRIFOS,0.02
Venezia,CLORPIRIFOS-METILE,0.04
Venezia,DIMETOMORF,1.02
Venezia,DIURON,0.51
Venezia,ETOFUMESATE,0.01
Venezia,FLUFENACET,0.09
Venezia,FLUOPICOLIDE,0.82
Venezia,IMIDACLOPRID,0.01
Venezia,LENACIL,0.01
Venezia,METAMITRON,0.03
Venezia,METOLACLOR,0.5
Venezia,METOLACLOR-ESA,0.38
Venezia,METOSSIFENOZIDE,0.02
Venezia,METRIBUZIN,0.42
Venezia,MOLINATE,0.02
Venezia,NICOSULFURON,4.3
Venezia,PENDIMETALIN,0.05
Venezia,PROPIZAMIDE,0.02
Venezia,RIMSULFURON,0.04
Venezia,TEBUCONAZOLO,0.08
Venezia,TEBUFENOZIDE,0.02
Venezia,TERBUTRINA,0.02
Venezia,TIOPHANATE-METHYL,0.07
Verona,"2,4-DICLOROFENOSSIACETICO ACIDO",0.12
Verona,ATRAZINA,0.04
Verona,ATRAZINA DESETIL,0.13
Verona,ATRAZINA DESETIL DESISOPROPIL,0.07
Verona,ATRAZINA DESISOPROPIL,0.03
Verona,AZOSSISTROBINA,0.11
Verona,BENTAZONE,0.42
Verona,BIFENOX,0.02
Verona,BOSCALID,0.19
Verona,CIPRODINIL,0.05
Verona,CLOMAZONE,0.17
Verona,CLORPIRIFOS,0.02
Verona,DIMETENAMIDE,0.02
Verona,DIMETOMORF,0.4
Verona,ETOFUMESATE,0.01
Verona,FLUDIOXONIL,0.31
Verona,FLUFENACET,0.05
Verona,FLUOPICOLIDE,0.03
Verona,IMIDACLOPRID,0.07
Verona,METAZACLOR,0.15
Verona,METOLACLOR,0.44
Verona,METOLACLOR-ESA,0.45
Verona,METRIBUZIN,0.02
Verona,NICOSULFURON,0.09
Verona,OXADIAZON,0.01
Verona,PENCONAZOLO,0.07
Verona,PENDIMETALIN,0.07
Verona,PROPAMOCARB,0.03
Verona,PROPICONAZOLO,0.2
Verona,TEBUCONAZOLO,0.14
Verona,TERBUTRINA,0.11
Vicenza,"2,4-DICLOROFENOSSIACETICO ACIDO",0.05
Vicenza,? METALAXIL e METALAXIL-M,0.1
Vicenza,ALACLOR,0.02
Vicenza,AMPA,0.7
Vicenza,ATRAZINA,0.01
Vicenza,ATRAZINA DESETIL DESISOPROPIL,0.04
Vicenza,AZOSSISTROBINA,0.03
Vicenza,BENTAZONE,0.08
Vicenza,BIFENOX,0.02
Vicenza,BOSCALID,0.14
Vicenza,CLOMAZONE,0.04
Vicenza,DIMETENAMIDE,0.03
Vicenza,DIMETOATO,0.07
Vicenza,DIMETOMORF,0.31
Vicenza,DIURON,0.04
Vicenza,FLUFENACET,0.03
Vicenza,GLIFOSATE,3.27
Vicenza,IMIDACLOPRID,0.19
Vicenza,MCPA,0.03
Vicenza,MECOPROP,0.04
Vicenza,METAMITRON,0.4
Vicenza,METOLACLOR,0.47
Vicenza,METOLACLOR-ESA,1.54
Vicenza,METOSSIFENOZIDE,1.24
Vicenza,METRIBUZIN,0.12
Vicenza,NICOSULFURON,0.04
Vicenza,PENDIMETALIN,0.06
Vicenza,PROPIZAMIDE,0.03
Vicenza,TEBUCONAZOLO,0.43
Vicenza,TERBUTRINA,0.06
Viterbo,CARBENDAZIM,0.01
Viterbo,CIBUTRINA,0.003
Viterbo,CIPERMETRINA,6e-05
Viterbo,CLOROTOLURON,0.1633
Viterbo,DIMETOMORF,0.03
Viterbo,Eptacloro ed eptacloro epossido,5e-06
Viterbo,IMIDACLOPRID,0.01
Viterbo,S-METOLACLOR,0.03
Viterbo,TERBUTRINA,0.02
