Macrocomune,"1,2-DIBROMOETANO","1,2-DICLOROETANO","1,3-DICLOROPROPENE","1,4 DICLOROBENZENE",1-ACIDO NAFTILACETICO,"2,4,5-TRICLOROFENOLO","2,4,5-TRICLOROFENOSSIACETICO ACIDO","2,4-DICLOROFENOLO","2,4-DICLOROFENOSSIACETICO ACIDO","2,4-DICLOROFENOSSIBUTIRICO ACIDO","2,4-DICOFOL","2,6-DICLOROBENZAMMIDE",2-IDROSSIATRAZINA,2-IDROSSITERBUTILAZINA,"3,4-DICLOROANILINA",? CIPERMETRINA e isomeri,? ENDOSULFAN e isomeri,? METALAXIL e METALAXIL-M,ABAMECTINA,ACEFATE,ACEQUINOCYL,ACETAMIPRID,ACETOCLOR,ACIBENZOLAR S METILE,ACLONIFEN,ACRINATRINA,ALACLOR,ALDICARB,ALDICARBSULFONE,ALDICARBSULFOSSIDO,ALFACIPERMETRINA,AMETOCTRADIN,AMETRINA,AMIDOSULFURON,AMISULBROM,AMITRAZ,AMPA,ANTIPARASSITARI CICLODIENE,ASULAME,ATRAZINA,ATRAZINA DESETIL,ATRAZINA DESETIL DESISOPROPIL,ATRAZINA DESISOPROPIL,AZIMSULFURON,AZINFOS-ETILE,AZINFOS-METILE,AZOSSISTROBINA,BENALAXIL,BENFLURALIN,BENFURACARB,BENOMIL,BENSULFURON-METILE,BENTAZONE,BIFENAZATO,BIFENOX,BISPIRIBAC-SODIO,BITERTANOLO,BOSCALID,BROMACILE,"BROMOFOS, BROMOFOS-METILE",BROMOFOS-ETILE,BROMOPROPILATO,BROMOXINIL-FENOLO,BROMUCONAZOLO,BUPIRIMATE,BUPROFEZIN,CADUSAFOS,CAPTANO,CARBARIL,CARBENDAZIM,CARBOFURAN,CARFENTRAZONE-ETILE,CHINOSSIFEN,CIALOTRINA-LAMBDA,CIANAZINA,CIAZOFAMID,CIBUTRINA,CICLOATO,CICLOXIDIM,CIMOXANIL,CIPERMETRINA,CIPERMETRINA beta,CIPERMETRINA theta,CIPERMETRINA zeta,CIPROCONAZOLO,CIPRODINIL,CIROMAZINA,"CIS-1,3-DICHLOROPROPENE",CLODINAFOP-PROPARGIL,CLOMAZONE,CLOPYRALID,CLORANTRANILIPROLO,CLORDANO,CLORDANO-alfa,CLORFENVINFOS,CLORIDAZON,CLOROTALONIL,CLOROTOLURON,CLORPIRIFOS,CLORPIRIFOS-METILE,CLORPROFAM,CLORSULFURON,CLOTHIANIDIN,CUMAFOS,CYANTRANILIPROLE,CYFLUFENAMID,DAMINOZIDE,DAZOMET,"DDD, op","DDE, op",DDT totale,"DDT, pp",DELTAMETRINA,DEMETON,DEMETON-O,DEMETON-S-METILE,DEMETON-S-METILE-SOLFONE,DIAZINON,DICAMBA,DICLOBENIL,DICLOFLUANIDE,DICLORAN,DICLORPROP,DICLORVOS,DICOFOL,DIFENAMIDE,DIFENILAMMINA,DIFENOCONAZOLO,DIFLUBENZURON,DIMETENAMID-P,DIMETENAMIDE,DIMETOATO,DIMETOMORF,DIMOSSISTROBINA,DINOCAP,DIQUAT,DISULFOTON,DITIANON,DIURON,DODEMORF,DODINA,EMAMECTINA BENZOATO,ENDOSULFAN,"ENDOSULFAN, alfa","ENDOSULFAN, beta",ENDOSULFAN-SOLFATO,EPOSSICONAZOLO,EPTACLORO,EPTACLORO ENDO EPOSSIDO,EPTENOFOS,ESACLOROBENZENE,ESACLOROCICLOESANO,ESACLOROCICLOESANO alfa,ESACLOROCICLOESANO beta,ESACLOROCICLOESANO delta,ESACLOROCICLOESANO gamma,ESAFLUMURON,ESAZINONE,ETEFON,ETION,ETOFENPROX,ETOFUMESATE,ETOPROFOS,ETOSSISULFURON,ETOXAZOLO,EXITIAZOX,Eptacloro ed eptacloro epossido,FAMOXADONE,FENAMIDONE,FENAMIFOS,FENARIMOL,FENAZAQUIN,FENBUCONAZOLO,FENHEXAMID,FENITROTION,FENMEDIFAM,FENOXICARB,FENPIROXIMATE,FENPROPATRIN,FENPROPIDIN,FENPROPIMORF,FENPYRAZAMINE,FENTION,FENTION SULFONE,FENTOATO,FIPRONIL,FLAZASULFURON,FLONICAMID,FLORASULAM,FLUAZIFOP-BUTYL,FLUAZIFOP-P-BUTILE,FLUAZINAM,FLUDIOXONIL,FLUFENACET,FLUFENOXURON,FLUOPICOLIDE,FLUOPYRAM,FLUROXIPIR,FLUROXIPIR-MEPTIL,FLUSILAZOLO,FLUTOLANIL,FLUTRIAFOL,FLUXAPYROXAD,FOLPET,FONOFOS,FORATE,FORCHLORFENURON,FORMETANATE,FORMOTION,FOSALONE,FOSETIL-ALLUMINIO,FOSMET,FOSTIAZATE,FOXIM,FURALAXIL,Fentin,GIBBERELLICO A3 ACIDO,GLIFOSATE,GLUFOSINATE,GLUFOSINATE-AMMONIO,IMAZALIL,IMAZAMOX,IMAZAPIR,IMAZOSULFURON,IMIDACLOPRID,INDOXACARB,IODOSULFURON-METILE-SODIO,IOXINIL,IPRODIONE,IPROVALICARB,ISOFENFOS,ISOPROTURON,ISOXABEN,ISOXAFLUTOLE,KRESOXIM-METILE,LENACIL,LINURON,LUFENURON,MALAOXON,MALATION,MANDIPROPAMID,MCPA,MECOPROP,MEPANIPYRIM,MEPTILDINOCAP,MESOSULFURON-METILE,MESOTRIONE,METABENZTIAZURON,METAFLUMIZONE,METALAXIL,METALAXIL-M,METAMIDOFOS,METAMITRON,METAZACLOR,METCONAZOLO,METIDATION,METIOCARB,METOBROMURON,METOLACLOR,METOLACLOR-ESA,METOMIL,METOSSICLORO,METOSSIFENOZIDE,METOXURON,METRAFENONE,METRIBUZIN,METSULFURON-METILE,MEVINPHOS,MICLOBUTANIL,MOLINATE,MONOCROTOFOS,MONOLINURON,MONURON,MPPA,NAFTALENE,NAPROPAMIDE,NICOSULFURON,OMETOATO,OSSIDEMETON-METILE,OXADIAZON,OXADIXIL,OXAMIL,OXIFLUORFEN,PARAOXON-METILE,PARATION-ETILE,PARATION-METILE,PENCICURON,PENCONAZOLO,PENDIMETALIN,PENTACLOROBENZENE,PENTACLOROFENOLO,PENTHIOPYRAD,PERMETRINA,PETOXAMIDE,PICLORAM,PICOXISTROBIN,PIMETROZINA,PINOXADEN,PIRACLOSTROBIN,PIRAZOFOS,PIRETRINE,PIRIDABEN,PIRIDAFENTION,PIRIMETANIL,PIRIMICARB,PIRIMICARB-DESMETILE,PIRIMIFOS-ETILE,PIRIMIFOS-METILE,PRETILACLOR,PROCIMIDONE,PROCLORAZ,PROFENOFOS,PROMETRINA,PROPACLOR,PROPAMOCARB,PROPANIL,PROPARGITE,PROPAZINA,PROPICONAZOLO,PROPIZAMIDE,PROPOXUR,PROPOXYCARBAZONE SODIO,PROPOXYCARBOZONE,PROSULFOCARB,PROSULFURON,PROTOATO,PYRIPROXYFEN,QUINCLORAC,QUINTOZENE,QUIZALOFOP-ETILE,QUIZALOFOP-ETILE-D-ISOMERO,RIMSULFURON,ROTENONE,S-METOLACLOR,SEBUTILAZINA,SEDAXANE,SIMAZINA,SPINETORAM,SPINOSAD,SPIRODICLOFEN,SPIROMESIFEN,SPIROTETRAMMATO,SPIROXAMINA,SULCOTRIONE,SULFOXAFLOR,"T-1,3-DICLOROPROPENE",TAU-FLUVALINATE,TEBUCONAZOLO,TEBUFENOZIDE,TEBUFENPIRAD,TEFLUBENZURON,TEFLUTRIN,TEMEFOS,TERBUMETON,TERBUTILAZINA,TERBUTILAZINA (incluso metabolita),TERBUTILAZINA-DESETIL,TERBUTRINA,TETRACLORVINFOS,TETRACONAZOLO,TETRADIFON,THIENCARBAZONE METILE,TIABENDAZOLO,TIACLOPRID,TIAMETOXAM,TIFENSULFURON-METILE,TIOBENCARB,TIOCARBAZIL,TIODICARB,TIOPHANATE-METHYL,TOLCLOFOS-METILE,TOLILFLUANIDE,TRALCOXIDIM,TRANS-CHLORDANE,TRIADIMEFON,TRIADIMENOL,TRIALLATE,TRIASULFURON,TRIAZAMATE,TRIAZOFOS,TRIBENURON-METILE,TRICICLAZOLO,TRICLOPIR,TRICLORFON,TRIFLOXISTROBIN,TRIFLUMURON,TRIFLURALIN,TRITICONAZOLO,VAMIDOTION,VINCLOZOLIN,ZINOFOS,ZOXAMIDE
Agrigento,0,0,0,0,0.011,0,0.0,0,0.0139999999999999,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.071,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,5.47,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.005,0.0,0,0,0,0.0,0.0069999999999999,0,0.0,0.0,0,0.057,0.01,0,0,0,0,0,0.002,0,0,0,0.0,0.04,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.05,0.009,0.0,0,0,0.0,0.0,0.05,0,0.001,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0006,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.00018,0.0,0,0.0,0.0,0,0.0,0.0,0.025,0.0,0,0.0,0,0,0.0,0.122,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.08,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.015,0,0,0.0,0,0.01,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.002,0,0,5.8,0,0,0,0.0,0,0.0,0.179,0,0,0.0,0,0.0,0,0.0069999999999999,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.02,0.14,0,0,0.0,0.0,0,0,0.03,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.009,0,0.0,0.0,0.0,0,0.157,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.011,0,0.1969999999999999,0.0,0.0,0,0.0,0,0.0,0.006,0,0,0,0.0,0,0,0,0,0.01,0.013,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.015,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.008,0.0,0,0,0,0.035,0.0,0,0,0.013,0,0,0.0,0.0,0,0.011,0,0.02,0.0,0,0.002,0.005,0.009,0,0,0,0,0.005,0.0,0,0,0.001,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0
Ancona,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.046,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.13,0.0,0,0.0,0,0,0.0,0.07,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.023,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.16,0,0,0,0,0.0
Arezzo,0,0,0,0,0.0,0,0.0,0,0.076,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.023,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,2.79,0.0,0,0.0,0.016,0.0,0.009,0.0,0,0,0.019,0.008,0,0,0,0.0,0.0,0,0.0,0.0,0,0.063,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.009,0.0,0,0.0,0,0.0,0,0.0,0,0.019,0,0.0,0,0,0,0.0,0.016,0.0,0,0,0.036,0.0,0.011,0,0.0,0.0,0.0,0,0.076,0.0,0.0,0.0,0.0,0.008,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.008,0.076,0,0.0,0,0,0.0,0.015,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.008,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.054,0.008,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.204,0,0,0,0.0,0,0.0,0.043,0,0,0.0,0,0.0,0,0.0,0.0,0.498,0,0.0,0.0,0,0,0,0.01,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.253,0.0,0.0069999999999999,0.022,0,0,0.0,0,0.0,0.0,0.0,0,0.006,0,0.0,0.013,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.005,0,0.0,0.0,0,0.0,0.031,0.0,0,0.0,0,0.008,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.031,0.006,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.745,0,0,0.054,0,0,0,0,0.006,0.0,0.0,0,0,0,0.036,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.024,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.242,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0
Ascoli Piceno,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.13,0.0,0,0.0,0,0,0.0,0.03,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.023,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.16,0,0,0,0,0.0
Bari,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.75,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.06,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.09,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.04,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.08,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0
Barletta-Andria-Trani,0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0,0.0,0,0,0,9.37,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.21,0.0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.38,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.43,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.088,0,0.0,0.0,0.0,0,0.0,0.0139999999999999,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.1,0.27,0,0.0,0,0,0.0,0.0,0,0.039,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.03,0.0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,1.04,0,0,0,0.0,0,0.0,0.036,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.15,0.0,0.0,0.0,0.0394,0,0,0.0,0,0.71,0.0,0.0,0,0.067,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0.05,0,0.0,0.0,0,0.0,0.0,0,0.06,0.0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0.04,0.0,0.0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0.14,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0,0,0.0
